Id,CreatedAt,Title,PriceAmount,PriceCurrency,AuthorId,State,ImageCount,CurrentStockQuantity,PublicData,PrivateData,Metadata
68bee994-d7a3-4157-872e-881e5a1aeb0b,2025-09-08T14:35:00Z,3T Additive Manufacturing,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"":[""dmls"",""sls""],""affiliatelinkid"":""https://www.3t-am.com"",""cardStyle"":""white"",""categoryLevel1"":""europe"",""listingType"":""free-listing"",""location"":{""address"":""101 Warehouse Rd, Thatcham RG19 6HN, UK"",""building"":""""},""metalid"":[""aluminum-aisi10mg"",""titanium-ti-6al-4v"",""steel"",""stainless-steel-316l"",""stainless-steel-17-4ph"",""inconel-718"",""inconel-625"",""ni625"",""maraging-steel""],""thermoplasticid"":[""nylon-12"",""sls_pa12_pa2200""],""transactionProcessAlias"":""default-inquiry/release-1"",""unitType"":""inquiry""}",{},
68be3b00-7268-4087-a373-27d29a4196dc,2025-09-08T02:10:08Z,SyBridge On-Demand (formerly Fast Radius),,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"":[""dmls"",""fdm"",""sls"",""mjf"",""sla"",""dlp""],""affiliatelinkid"":""https://sybridge.com/"",""cardStyle"":""white"",""categoryLevel1"":""northamerica"",""listingType"":""free-listing"",""location"":{""address"":""265 Spring Lake Dr, Itasca, IL 60143, USA"",""building"":""""},""metalid"":[""titanium-ti-6al-4v"",""aluminum-aisi10mg"",""maraging-steel"",""ni625"",""steel"",""stainless-steel-316l"",""stainless-steel-17-4ph"",""inconel-718"",""inconel-625""],""thermoplasticid"":[""pp-natural"",""polypropylene-mjf"",""pc-or-pc-abs"",""pc"",""pa11-sls"",""abs-m30i"",""abs-like-black"",""abs-m30-stratasys"",""duraform-pa-nylon-12"",""nylon-pa-12"",""nylon-12"",""absplus-stratasys"",""abs-white"",""standardpla"",""hips"",""kevlarreinforcedfilaments"",""sls_pa12_pa2200"",""mjf_pa12"",""carbonfiberreinforcedfilaments"",""woodfilledpla""],""transactionProcessAlias"":""default-inquiry/release-1"",""unitType"":""inquiry""}",{},
68be31b4-f5be-4b0a-a768-5915c2e0ef3f,2025-09-08T01:30:28Z,Zeal 3D,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"": [""dmls"", ""fdm"", ""mjf"", ""sla"", ""sls""], ""affiliatelinkid"": ""https://www.zeal3dprinting.com.au/"", ""cardStyle"": ""white"", ""categoryLevel1"": ""asia"", ""categoryLevel2"": ""southamerica"", ""listingType"": ""free-listing"", ""location"": {""address"": ""304/566 St Kilda Rd, Melbourne VIC 3004, Australia"", ""building"": """"}, ""thermoplasticid"": [""pp-natural"", ""polypropylene-mjf"", ""pc-or-pc-abs"", ""pc"", ""pa11-sls"", ""nylon-pa-12"", ""nylon-12"", ""abs-m30i"", ""abs-like-black"", ""abs-m30-stratasys"", ""duraform-pa-nylon-12"", ""duraform-tpu"", ""standardpla"", ""hips"", ""woodfilledpla"", ""mjf_pa12"", ""saf_pa11_eco"", ""abs-white"", ""carbonfiberreinforcedfilaments"", ""kevlarreinforcedfilaments"", ""sls_flexible_tpu"", ""ultrasint_tpu01_mjf""], ""transactionProcessAlias"": ""default-inquiry/release-1"", ""unitType"": ""inquiry""}",{},
68be2cc2-0e8e-48d3-a47e-03f5a668ffd8,2025-09-08T01:09:22Z,FacFox,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"":[""mjf"",""sla"",""sls"",""dmp"",""dmls"",""fdm"",""material-jetting"",""dlp""],""affiliatelinkid"":""https://facfox.com/"",""cardStyle"":""white"",""categoryLevel1"":""asia"",""categoryLevel2"":""southamerica"",""listingType"":""free-listing"",""location"":{""address"":""Zhi Cheng Da Sha, 龙井 Bin Jiang Qu, Hang Zhou Shi, Zhe Jiang Sheng, China, 310053"",""building"":""""},""metalid"":[""inconel-718"",""inconel-625"",""aluminum-aisi10mg"",""titanium-ti-6al-4v"",""steel"",""stainless-steel-316l"",""stainless-steel-17-4ph"",""maraging-steel"",""ni625""],""thermoplasticid"":[""tpu-mjf"",""pp-natural"",""polypropylene-mjf"",""petg"",""pc"",""pc-or-pc-abs"",""nylon-12"",""absplus-stratasys"",""duraform-pa-nylon-12"",""abs-m30i"",""abs-like-black"",""abs-m30-stratasys"",""abs-white"",""carbonfiberreinforcedfilaments"",""kevlarreinforcedfilaments"",""sls_pa12_pa2200"",""mjf_pa12"",""standardpla"",""hips""],""transactionProcessAlias"":""default-inquiry/release-1"",""unitType"":""inquiry""}",{},
68be2943-cfb2-49b8-80cb-394d4cae106d,2025-09-08T00:54:27Z,Makelab,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"":[""sla"",""fdm"",""mjf""],""affiliatelinkid"":""https://www.makelab.com/"",""cardStyle"":""white"",""categoryLevel1"":""northamerica"",""listingType"":""free-listing"",""location"":{""address"":""Brooklyn, NY, USA"",""building"":""""},""thermoplasticid"":[""tpu-mjf"",""pp-natural"",""polypropylene-mjf"",""petg"",""pc-or-pc-abs"",""nylon-12"",""absplus-stratasys"",""abs-m30i"",""abs-like-black"",""abs-m30-stratasys"",""abs-white"",""duraform-pa-nylon-12"",""mjf_pa12""],""transactionProcessAlias"":""default-inquiry/release-1"",""unitType"":""inquiry""}",{},
68be265f-9be3-4021-ae3b-6c592ae1c097,2025-09-08T00:42:07Z,3DEO,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"":[""binder-jetting""],""affiliatelinkid"":""https://www.3deo.co/"",""cardStyle"":""white"",""categoryLevel1"":""northamerica"",""listingType"":""free-listing"",""location"":{""address"":""24225 Garnier St, Torrance, CA 90505, USA"",""building"":""""},""metalid"":[""steel"",""stainless-steel-316l"",""stainless-steel-17-4ph""],""transactionProcessAlias"":""default-inquiry/release-1"",""unitType"":""inquiry""}",{},
68be25be-733b-4a00-9518-6ba8fbefd193,2025-09-08T00:39:26Z,RapidDirect,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"":[""sls"",""slm"",""mjf"",""sla""],""affiliatelinkid"":""https://www.rapiddirect.com/"",""cardStyle"":""white"",""categoryLevel1"":""asia"",""categoryLevel2"":""southamerica"",""listingType"":""free-listing"",""location"":{""address"":""Shenzhen, Guangdong Province, China"",""building"":""""},""metalid"":[""titanium-ti-6al-4v"",""steel"",""stainless-steel-316l"",""stainless-steel-17-4ph"",""aluminum-aisi10mg"",""inconel-718"",""inconel-625"",""maraging-steel"",""ni625""],""thermoplasticid"":[""nylon-pa-12"",""nylon-12"",""abs-m30-stratasys"",""absplus-stratasys"",""abs-m30i"",""abs-like-black"",""abs-white""],""transactionProcessAlias"":""default-inquiry/release-1"",""unitType"":""inquiry""}",{},
68be2315-7eb7-45d3-b4af-0c2781c82a94,2025-09-08T00:28:05Z,FIT Additive Manufacturing Group,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"":[""sla"",""dmls"",""fdm"",""material-jetting"",""slm"",""dlp"",""saf"",""sls""],""affiliatelinkid"":""https://fit.technology/"",""cardStyle"":""white"",""categoryLevel1"":""europe"",""listingType"":""free-listing"",""location"":{""address"":""92331 Lupburg, Germany"",""building"":""""},""metalid"":[""aluminum-aisi10mg"",""titanium-ti-6al-4v"",""stainless-steel-316l"",""stainless-steel-17-4ph"",""inconel-718"",""inconel-625"",""maraging-steel"",""steel"",""ni625""],""photopolymerid"":[""accura-clearvue"",""accura-bluestone""],""thermoplasticid"":[""accura-25"",""absplus-stratasys"",""abs-m30i"",""abs-like-black"",""pa-12"",""nylon-pa-12-blue-metal"",""pa-af"",""pa-12-carbon-filled""],""transactionProcessAlias"":""default-inquiry/release-1"",""unitType"":""inquiry""}",{},
68a771a7-4eb2-42f3-821e-91c6f5ccd203,2025-08-21T19:21:11Z,JawsTec – Online 3D Printing Service,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"": [""dmls"", ""fdm"", ""mjf"", ""sla"", ""sls""], ""affiliatelinkid"": ""https://www.jawstec.com"", ""cardStyle"": ""white"", ""categoryLevel1"": ""northamerica"", ""listingType"": ""free-listing"", ""location"": {""address"": ""2839 ID-39, American Falls, ID 83211, USA"", ""building"": """"}, ""metalid"": [""aluminum-aisi10mg"", ""titanium-ti-6al-4v"", ""steel"", ""stainless-steel-316l"", ""stainless-steel-17-4ph"", ""ni625"", ""inconel-625"", ""maraging-steel"", ""inconel-718""], ""thermoplasticid"": [""polypropylene-mjf"", ""pa11-sls"", ""pa-gf"", ""tpu-mjf"", ""pa-12-carbon-filled"", ""pa-12"", ""nylon-12-mineral-filled-hst"", ""nylon-12""], ""transactionProcessAlias"": ""default-inquiry/release-1"", ""unitType"": ""inquiry""}",{},
68a76ba9-8011-4879-a1d8-a54a12c33ffd,2025-08-21T18:55:37Z,Markforged – Industrial Additive Manufacturing Platform,,,689e48bb-b5fd-47a3-a809-a12d33e388cb,published,1,,"{""TechnologyID"":[""fdm""],""affiliatelinkid"":""https://markforged.com"",""cardStyle"":""white"",""categoryLevel1"":""northamerica"",""listingType"":""free-listing"",""location"":{""address"":""Waltham, MA, USA"",""building"":""""},""metalid"":[""steel"",""stainless-steel-316l"",""stainless-steel-17-4ph"",""inconel-625""],""thermoplasticid"":[""tpu-mjf"",""pei-ultem-9085-stratasys"",""pa-12-carbon-filled"",""pa-12"",""nylon-pa-12"",""carbonfiberreinforcedfilaments""],""transactionProcessAlias"":""default-inquiry/release-1"",""unitType"":""inquiry""}",{},
