supplier_id,name,website,location_address,location_city,location_country,region,technologies,materials,verified,premium,rating,review_count,description,logo_url,location_lat,location_lng,created_at,last_validated_at
10xl,10XL,https://10-xl.nl,,,,,,"",false,false,0,0,,,13.4,52.52,2025-10-25 16:41:25.326792+00,2025-10-25 16:41:14.859+00
689f3e94-0992-4da9-86d7-e021d5ba3124,3D Explorer – MJF 3D Printing Service,https://3dexplorer.com.au/,"Sydney NSW, Australia",Sydney NSW,Australia,asia,mjf,"pa11-sls,pa-12-carbon-filled,pa-12,nylon-pa-12,nylon-12",false,false,0,0,,,,,2025-10-23 16:57:36.274706+00,2025-10-23 18:18:56.15+00
3d-makers-zone,3D Makers Zone,https://3dmz.nl,,,,,,"",false,false,0,0,,,13.4,52.52,2025-10-25 16:41:25.326792+00,2025-10-25 16:41:14.62+00
689e71e7-ff52-4488-9d3e-13435ed66130,3D People UK,https://www.3dpeople.uk,"82-100 Nathan Way, London SE28 0FS, UK",London SE28 0FS,,europe,"mjf,sls","sls_pa12_pa2200,mjf_pa12,ultrasint_tpu01_mjf",false,false,0,0,,,,,2025-10-23 16:57:37.245393+00,2025-10-23 18:25:31.058+00
68c2e348-4af9-46f7-bbc2-fd37c788160b,3D Print Danmark – Custom 3D Printing & Rapid Prototyping,https://3dprintdanmark.dk/,,6100 Haderslev,Denmark,europe,"fdm,sla","tpu-70-a-white,pp-natural,polypropylene-mjf,petg,abs-like-black,abs-m30-stratasys,carbonfiberreinforcedfilaments,nylon-12,standardpla",false,false,0,0,,,,,2025-10-23 16:57:23.281609+00,2025-10-23 20:07:35.174+00
68a08904-88e8-4260-9a23-e45f6f647dfb,3D Printing Ally – Rapid Prototyping & Production Services,https://3dprintingally.com/,"1901 Ward Ave., Hudson, WI 54016, USA",WI 54016,,northamerica,"fdm,sla","photopolymer-rigid,pc,polypropylene-mjf,petg,pei-ultem-9085-stratasys,pc-or-pc-abs,pa-af,pa-12-carbon-filled,pa-12-bluesint,pa-12,nylon-pa-12-blue-metal,nylon-12-mineral-filled-hst,nylon-12-glass-bead-filled-gf,nylon-12-flame-retardant-fr,nylon-12-aluminum-filled-af,nylon-12,formlabs-clear-resin,absplus-stratasys,abs-m30i,accura-clearvue",false,false,0,0,,,,,2025-10-23 16:57:31.954521+00,2025-10-23 18:25:53.068+00
68a0c63a-0f2a-4b33-acf9-ad3e5ce9429e,3DCompare – On-Demand Manufacturing Platform,https://3dcompare.com,"Lakenheath, UK",Lakenheath,,europe,,PLA,false,false,0,0,,,,,2025-10-23 16:57:29.903661+00,2025-10-23 18:41:10.277+00
68be265f-9be3-4021-ae3b-6c592ae1c097,3DEO,https://www.3deo.co/,"24225 Garnier St, Torrance, CA 90505, USA",CA 90505,,northamerica,,"steel,stainless-steel-316l,stainless-steel-17-4ph",false,false,0,0,,https://www.3deo.co/wp-content/uploads/2020/12/SampleKit2.jpg,,,2025-10-23 16:57:28.294467+00,2025-10-24 14:18:17.726+00
689e7858-9f88-4df1-8890-934041e4223e,3DPRINTUK,https://www.3dprint-uk.co.uk,"Leyton Industrial Village, Argall Ave, London E10 7QP, UK",London E10 7QP,,europe,"mjf,sls,saf","sls_pa12_pa2200,mjf_pa12,sls_flexible_tpu,saf_pa11_eco",false,false,0,0,,,,,2025-10-23 16:57:37.02306+00,2025-10-23 18:25:14.697+00
